ano_assinatura_contrato;codigo_orgao_entidade_contratante;nome_orgao_entidade_contratante;indicador_fornecedor_estrangeiro;nome_empresarial_nome_fornecedor;nome_empresarial_nome_fornecedor_1;cnpj_cpf_fornecedor_formatado;nome_empresarial_nome_fornecedor_2;nome_empresarial_nome_fornecedor_3;tipo_pessoa_fornecedor;numero_processo_formatado;numero_contrato;contrato;indicador_termo_de_contrato;situacao_contrato;descricao_tipo_de_contrato;objeto_contrato;unnamed_17;unnamed_18;unnamed_19;unnamed_20;unnamed_21;unnamed_22;unnamed_23;unnamed_24;unnamed_25;unnamed_26;unnamed_27;unnamed_28;unnamed_29;unnamed_30;unnamed_31;unnamed_32;unnamed_33;unnamed_34;unnamed_35;unnamed_36;unnamed_37;unnamed_38;unnamed_39;unnamed_40;unnamed_41;unnamed_42;unnamed_43;unnamed_44;unnamed_45;unnamed_46;unnamed_47;unnamed_48;unnamed_49;unnamed_50;unnamed_51;unnamed_52;data_assinatura_contrato;data_inicio_vigencia_contrato;data_termino_vigencia_contrato;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;valor_total_atualizado;valor_despesa_empenhada;valor_despesa_liquidada
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSORCIO TERRAYAMA-CROS;CONSORCIO TERRAYAMA-CROS;45.507.471/0001-29;CONSORCIO TERRAYAMA-CROS;CONSORCIO TERRAYAMA-CROS;PESSOA JURÍDICA;2301520 000034/2021;9342951;DC-006/2022;SIM;Encerrado;Obra;"DC 006-2022-COMPLEMENTAÇÃO DOS TRABALHOS DE MELHORAMENTO E PAVIMENTAÇÃO DO TRECHO ENTR. ENTRE RIBEIROS (DISTRITO PARACATU) - ENTR. MG-181, (ESTACA 1.250 A 3.271), COM 40,42 KM, NA RODOVIA LMG-680; COMPLEMENTAÇÃO DOS TRABALHOS DE MELHORAMENTO E PAVIMENTAÇÃO DO TRECHO ENTR. ENTRE RIBEIROS (DISTRITO PARACATU)  ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-04-18;2022-04-18;2025-04-19;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=539668;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175563;83668789,64;61189901,01;61189901,01
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSORCIO ZAG - COCENO;CONSORCIO ZAG - COCENO;45.152.955/0001-00;CONSORCIO ZAG - COCENO;CONSORCIO ZAG - COCENO;PESSOA JURÍDICA;2301520 000029/2021;9344057;DC-001/2022;SIM;Encerrado;Obra;DC-001/2022-EXECUÇÃO DOS SERVIÇOS DE MELHORAMENTO E PAVIMENTAÇÃO DO TRECHO JANUÁRIA- TEJUCO, COM 22 KM DE EXTENSÃO, NA RODOVIA MGC-479 E MELHORAMENTO E PAVIMENTAÇÃO DO TRECHO TEJUCO PANDEIROS,COM 24,61 KM DE EXTENSÃO, NA RODOVIA MGC-479.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-04-02;2022-04-02;2025-07-08;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=534510;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175614;66188737,61;28412127,17;28412127,17
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66.418.765/0001-54;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;PESSOA JURÍDICA;2301762 000008/2021;9333110;DM-013/2022;SIM;Rescindido;Obra;DM-013/2022 - Execução dos serviços de Recuperação Funcional do Pavimento na Rodovia MG-111, trecho Manhumirim - Entrº BR-482 A.  A execução dos serviços descritos está restrita ao âmbito de circunscrição da 29ª URG do DER/MG ¿ MANHUMIRIM.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-04-18;2022-04-19;2024-04-18;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=521954;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=174456;12425260,95;11696250,01;11696250,01
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66.418.765/0001-54;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;PESSOA JURÍDICA;2301762 000016/2021;9337072;DM-022/2022;SIM;Rescindido;Obra;DM-022/2022 - Recuperação Funcional do Pavimento na Rodovia MG-311, trecho Entrº BR-116 (Campanário) - Pescador, com 20,6 km de extensão. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 23ª URG do DER/MG - Governador Valadares.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-05-02;2022-05-03;2024-05-03;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=522703;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=174543;14291630,21;13806427,88;13806427,88
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66.418.765/0001-54;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;PESSOA JURÍDICA;2301762 000027/2022;9345525;DM-030/2022;SIM;Encerrado;Obra;DM-030/2022 - Recuperação funcional do pavimento na Rodovia MG-108, Trecho Mutum - Lajinha. A execução dos serviços descritos está restrita ao âmbito de Circunscrição da 29ª URG DO DER/MG - Manhumirim.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-08-30;2022-09-01;2025-01-31;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=553196;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176694;8517478,07;8106715,61;8106715,61
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66.418.765/0001-54;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;PESSOA JURÍDICA;2301762 000037/2022;9361918;DM-038/2022;SIM;Encerrado;Obra;"DM-038/2022. Recuperação funcional do pavimento na Rodovia MG-418, trecho entrº Divisa BA/MG - Teófilo Otoni - subtrecho km 87 - km 178,3 (lote 2) e Rodovia MG-412, trecho Ataléia - entrº BR-418. inclusa no PPAG e no Programa de Governo ""Infraestrutura Rodoviária"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-10-24;2022-10-25;2024-10-24;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=556191;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178157;31331138,83;29800177,16;29800177,16
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA ITAMARACA LTDA;CONSTRUTORA ITAMARACA LTDA;30.018.048/0001-98;CONSTRUTORA ITAMARACA LTDA;CONSTRUTORA ITAMARACA LTDA;PESSOA JURÍDICA;2301762 000018/2022;9345524;DM-031/2022;SIM;Rescindido;Obra;DM-031/2022 - Execução dos serviços de Estabilização de Talude de Aterro na Rodovia MG-447, KM 100 trecho Cataguases - Entrº MG-120. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 05ª URG do DER/MG ¿ Ubá.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-08-30;2022-09-01;2024-11-30;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=551408;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176692;8495321,7;8338209,69;8338209,69
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA ITAMARACA LTDA;CONSTRUTORA ITAMARACA LTDA;30.018.048/0001-98;CONSTRUTORA ITAMARACA LTDA;CONSTRUTORA ITAMARACA LTDA;PESSOA JURÍDICA;2301762 000086/2021;9334357;DM-011/2022;SIM;Encerrado;Obra;DM-011/2022 - Estabilização de Talude de Aterro na Rodovia MG-030, local: km 33,00 e Contenção em Gabião Caixa e Desvio de Eixo de Bueiro na Rodovia MG-030, local: km15, trecho Viaduto RFFSA - Entrº p/ Nova Lima. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 01ª URG do DER/MG ¿ Belo Horizonte.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-04-20;2022-04-27;2023-12-26;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=541272;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=174466;11550523,45;10491394,99;10491394,99
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA SAGENDRA LTDA;CONSTRUTORA SAGENDRA LTDA;17.311.358/0001-38;CONSTRUTORA SAGENDRA LTDA;CONSTRUTORA SAGENDRA LTDA;PESSOA JURÍDICA;2301762 000005/2022;9324266;DM-005/2022;SIM;Encerrado;Obra;"DM-005/2022 - Execução, em regime de empreitada de caráter emergencial, por preços unitários, das obras de Recuperação do Leito Estradal das Rodovias Estaduais pavimentadas MG262 - Trecho Ponte Nova/Mariana, nos quilômetros km 6+800m LD, km 16+800m LE, km 27+700m LD, 43+00m LE e 47+500m LD/LE e AMG-1730 - Trecho Entr. BR356/Ouro Preto a km 3+0m LE e km 3+600m LE, na circunscrição da 17ª URG do DER/MG - Ponte Nova/MG, inserido no Programa de Governo ""Infraestrutura Rodoviária""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-02-22;2022-02-23;2022-07-23;Obras e serviços de engenharia - Lei nº 8.666/93;Dispensa de Licitação;Dispensa de Licitação - Casos de emergência/calamidade pública;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=173580;5142817,12;4809092,55;4809092,55
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA SAGENDRA LTDA;CONSTRUTORA SAGENDRA LTDA;17.311.358/0001-38;CONSTRUTORA SAGENDRA LTDA;CONSTRUTORA SAGENDRA LTDA;PESSOA JURÍDICA;2301762 000030/2022;9341515;DM-023/2022;SIM;Encerrado;Obra;EXECUÇÃO DOS SERV. EMERGENCIAIS PARA A RECUPERAÇÃO DE ATERROS NA ROD. AMG-1760, NO TRECHO ACESSO A SEM PEIXE KM 2+400, 4+800, 5+500, ROD. AMG-1715, NO TRECHO ENTR. MG-329 - SANTO ANTÔNIO DO GRAMA, KM 12+500 E ROD.  CMG-482, TRECHO VIÇOSA - PORTO FIRME, KM 182+800, NA CIRCUNSC. DA 17ª PONTE NOVA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-06-14;2022-06-14;2022-07-16;Obras e serviços de engenharia - Lei nº 8.666/93;Dispensa de Licitação;Dispensa de Licitação - Casos de emergência/calamidade pública;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175374;6565098,37;4257020,85;4257020,85
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA TERRAYAMA LIMITADA;CONSTRUTORA TERRAYAMA LIMITADA;21.681.150/0001-88;CONSTRUTORA TERRAYAMA LIMITADA;CONSTRUTORA TERRAYAMA LIMITADA;PESSOA JURÍDICA;2301762 000076/2021;9321401;DM-003/2022;SIM;Rescindido;Obra;DM-003/2022 - Recuperação Funcional do Pavimento na Rodovia LMG-633, trecho Entrº MG-401 - Mocambinho. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 32ª URG do DER/MG - Janaúba.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-02-03;2022-02-05;2024-02-04;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=533197;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=173459;10457018,06;9332413,99;9332413,99
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA ZAG LTDA;CONSTRUTORA ZAG LTDA;00.356.328/0001-45;CONSTRUTORA ZAG LTDA;CONSTRUTORA ZAG LTDA;PESSOA JURÍDICA;2301762 000009/2021;9333318;DM-010/2022;SIM;Rescindido;Obra;DM-010/2022 - Execução dos serviços de recuperação funcional: Recuperação Funcional do Pavimento da Rodovia MGC-482, trecho Entrº MG-111 ( Carangola) - Fervedouro, com 29,2 km de extensão. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 29ª URG do DER/MG ¿ MANHUMIRIM.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-04-05;2022-04-06;2024-04-05;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=522559;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=174459;7778070,36;7489886,32;7489886,32
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA ZAG LTDA;CONSTRUTORA ZAG LTDA;00.356.328/0001-45;CONSTRUTORA ZAG LTDA;CONSTRUTORA ZAG LTDA;PESSOA JURÍDICA;2301762 000009/2022;9325902;DM-007/2022;SIM;Rescindido;Obra;DM-007/2022 - Execução, em regime de empreitada de caráter emergencial, por preços unitários, das obras de Reconstrução da Pista da Rodovia LMG/743, no trecho Quintinos - Entrº BR/354, no município de Carmo do Paranaíba no km 80+700m e Reconstrução do Aterro da Rodovia MGC/354, no trecho Presidente Olegário B - Av. Marabá (Patos de Minas), no km 152,5 e no km 153,2.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-03-07;2022-03-09;2023-08-08;Obras e serviços de engenharia - Lei nº 8.666/93;Dispensa de Licitação;Dispensa de Licitação - Casos de emergência/calamidade pública;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=173793;15950779,96;10953395,11;10953395,11
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA ZAG LTDA;CONSTRUTORA ZAG LTDA;00.356.328/0001-45;CONSTRUTORA ZAG LTDA;CONSTRUTORA ZAG LTDA;PESSOA JURÍDICA;2301762 000033/2022;9372474;DM-037/2022;SIM;Rescindido;Obra;DM-037/2022 - Recuperação funcional do pavimento na Rodovia MG-329, trecho Bom Jesus do Galho - Caratinga e Rodovia LMG-823, trecho São Sebastião do Anta - Inhapim. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 40ª URG DO DER/MG - Coronel Fabriciano.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-11-07;2022-11-08;2024-11-07;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=555342;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=179575;12745660,9;12064667,26;12064667,26
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA ZAG LTDA;CONSTRUTORA ZAG LTDA;00.356.328/0001-45;CONSTRUTORA ZAG LTDA;CONSTRUTORA ZAG LTDA;PESSOA JURÍDICA;2301762 000052/2021;9372037;DM-025/2022;SIM;Encerrado;Obra;DM-025/2022 - Recuperação Funcional do Pavimento na Rodovia LMG-806, trecho Condomínio Capela Início Perímetro Urbano de Ribeirão das Neves (TREVO CIRIN), com extensão de 7,60 km. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 01ª URG do DER/MG - Belo Horizonte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-11-07;2022-11-09;2024-02-08;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=527875;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=179432;4745460,67;4737926,1;4737926,1
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CROS CONSTRUCOES S/A;CROS CONSTRUCOES S/A;22.010.581/0001-85;CROS CONSTRUCOES S/A;CROS CONSTRUCOES S/A;PESSOA JURÍDICA;2301520 000001/2022;9344198;DC-012/2022;SIM;Encerrado;Obra;DC-012/2022 -  MELHORAMENTO E PAVIMENTAÇÃO DE RODOVIA MUNICIPAL, TRECHO SÃO PEDRO DA GARÇA - ENTR° LMG/631 (P/ SÃO JOÃO DA PONTE), COM 4,16 KM DE EXTENSÃO.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-05-04;2022-05-04;2023-10-30;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=544112;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175755;8335956,88;6906630,32;6906630,32
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;DIEFRA ENGENHARIA E CONSULTORIA LTDA;DIEFRA ENGENHARIA E CONSULTORIA LTDA;17.579.459/0001-94;DIEFRA ENGENHARIA E CONSULTORIA LTDA;DIEFRA ENGENHARIA E CONSULTORIA LTDA;PESSOA JURÍDICA;2301901 000009/2021;9344739;DOV-003/2022;SIM;Vigente publicado;Serviço;"É objeto do presente contrato, em regime de empreitada,  por preços unitários, a Prestação dos Serviços de Engenharia de Natureza Contínua com o Apoio ao Gerenciamento, à Operação e à Fiscalização de Trânsito mediante o uso de sistemas de pesagem de veículos, a elaboração de pesquisas e a confecção de matriz origem-destino de cargas,&#8203; conforme abaixo relacionado. Inserido no Programa de Governo ""Operação e Segurança Viária"" e contemplado no PPAG, cujos quantitativos encontram-se discriminados na planilha ""Quadro de Quantidades e Preços Unitários"", que integra o presente contrato. LOTE 03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-07-27;2022-07-29;2027-08-08;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=543430;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176037;66750354,81;36562290,78;34407873,7
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;DIEFRA ENGENHARIA E CONSULTORIA LTDA;DIEFRA ENGENHARIA E CONSULTORIA LTDA;17.579.459/0001-94;DIEFRA ENGENHARIA E CONSULTORIA LTDA;DIEFRA ENGENHARIA E CONSULTORIA LTDA;PESSOA JURÍDICA;2301901 000009/2021;9344739;DOV-003/2022-A;SIM;Vigente publicado;Serviço;"É objeto do presente contrato, em regime de empreitada,  por preços unitários, a Prestação dos Serviços de Engenharia de Natureza Contínua com o Apoio ao Gerenciamento, à Operação e à Fiscalização de Trânsito mediante o uso de sistemas de pesagem de veículos, a elaboração de pesquisas e a confecção de matriz origem-destino de cargas,&#8203; conforme abaixo relacionado. Inserido no Programa de Governo ""Operação e Segurança Viária"" e contemplado no PPAG, cujos quantitativos encontram-se discriminados na planilha ""Quadro de Quantidades e Preços Unitários"", que integra o presente contrato. LOTE 03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-07-27;2022-07-29;2027-08-08;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=543430;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176037;66750354,81;36562290,78;34407873,7
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;DIEFRA ENGENHARIA E CONSULTORIA LTDA;DIEFRA ENGENHARIA E CONSULTORIA LTDA;17.579.459/0001-94;DIEFRA ENGENHARIA E CONSULTORIA LTDA;DIEFRA ENGENHARIA E CONSULTORIA LTDA;PESSOA JURÍDICA;2301901 000009/2021;9344739;DOV-003/2022-B;SIM;Vigente publicado;Serviço;"É objeto do presente contrato, em regime de empreitada,  por preços unitários, a Prestação dos Serviços de Engenharia de Natureza Contínua com o Apoio ao Gerenciamento, à Operação e à Fiscalização de Trânsito mediante o uso de sistemas de pesagem de veículos, a elaboração de pesquisas e a confecção de matriz origem-destino de cargas,&#8203; conforme abaixo relacionado. Inserido no Programa de Governo ""Operação e Segurança Viária"" e contemplado no PPAG, cujos quantitativos encontram-se discriminados na planilha ""Quadro de Quantidades e Preços Unitários"", que integra o presente contrato. LOTE 03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-07-27;2022-07-29;2027-08-08;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=543430;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176037;66750354,81;36562290,78;34407873,7
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;37.058.360/0001-54;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;PESSOA JURÍDICA;2301762 000041/2022;9362131;DM-035/2022;SIM;Encerrado;Obra;"DM-035/2022 Recuperação funcional do pavimento na Rodovia LMG-834, Trecho Caiana - Espera Feliz. a execução dos serviços descritos está restrita ao âmbito de Circunscrição da 29ª URG DO DER/MG ¿ Manhumirim.&#8203; inclusa no PPAG e no Programa de Governo ""Infraestrutura Rodoviária""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-10-24;2022-10-25;2024-02-24;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=557597;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178141;1827135,44;1764876,47;1764876,47
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;37.058.360/0001-54;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;PESSOA JURÍDICA;2301762 000058/2021;9333311;DM-019/2022;SIM;Encerrado;Obra;DM-019/2022 - Recuperação Funcional do Pavimento na Rodovia MG-040, trecho Funil (Km 44,0) Brumadinho (Km 50,2), com extensão de 6,20 km. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 01ª URG do DER/MG ¿ BELO HORIZONTE.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-04-20;2022-04-27;2022-10-26;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=528353;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=174458;2221505,63;0,0;0,0
2022,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;68.505.189/0001-08;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;PESSOA JURÍDICA;2301520 000032/2022;9371865;DC-022/2022;SIM;Encerrado;Obra;DC-022/2022-Melhoramento e pavimentação do trecho Papagaios - Pompéu, extensão de 44,78 km, na Rodovia MG-060.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-11-04;2022-11-04;2025-11-04;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=555400;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=179273;90585475,75;82466697,86;82466697,86
